LOCATIONNAME,TYPOLOGY,ROOMS,AREARANGE,PRICE_ASKING,AREA
Centro,PISO,0,142,1575.0,142
Chamartín,PISO,0,120,950.0,120
Retiro,PISO,3,165,1725.0,165
Tetuán,PISO,2,105,760.0,105
Tetuán,PISO,2,240,2100.0,240
Retiro,PISO,3,97,1100.0,97
Chamartín,PISO,2,300,2900.0,300
Centro,PISO,1,195,2100.0,195
Chamartín,PISO,3,195,2200.0,195
Salamanca,PISO,2,120,685.0,120
Chamartín,PISO,0,97,975.0,97
Retiro,PISO,1,120,1400.0,120
Chamartín,PISO,0,75,800.0,75
Chamartín,PISO,2,300,2900.0,300
Salamanca,PISO,2,300,3800.0,300
Latina,PISO,2,165,1650.0,165
Latina,PISO,3,120,800.0,120
Latina,PISO,3,70,680.0,70
Moncloa,PISO,3,120,1037.5,120
Moncloa,PISO,0,70,800.0,70
Retiro,PISO,1,97,1075.0,97
Retiro,PISO,2,195,2237.5,195
Chamberí,PISO,1,142,2325.0,142
Chamberí,PISO,3,70,1250.0,70
Moncloa,PISO,3,97,900.0,97
Centro,PISO,0,97,1200.0,97
Chamberí,PISO,2,300,3000.0,300
Tetuán,PISO,2,300,2600.0,300
Chamartín,PISO,2,240,3175.0,240
Centro,PISO,0,142,1550.0,142
Chamartín,PISO,3,300,3800.0,300
Salamanca,PISO,0,120,1075.0,120
Centro,PISO,3,165,1925.0,165
Tetuán,PISO,3,300,2400.0,300
Salamanca,PISO,2,300,3750.0,300
Retiro,PISO,2,300,3800.0,300
Centro,PISO,1,195,1650.0,195
Chamberí,PISO,1,240,2200.0,240
Salamanca,PISO,1,165,1850.0,165
Retiro,PISO,3,300,3250.0,300
Latina,PISO,2,142,890.0,142
Retiro,PISO,2,240,2700.0,240
Latina,PISO,3,165,1250.0,165
Chamberí,PISO,1,97,1200.0,97
Chamberí,PISO,2,300,2900.0,300
Tetuán,PISO,3,195,1545.0,195
Moncloa,PISO,0,70,900.0,70
Retiro,PISO,2,195,2000.0,195
Moncloa,PISO,3,70,1200.0,70
Chamartín,PISO,0,97,990.0,97
Salamanca,PISO,3,70,1200.0,70
Latina,PISO,3,195,1100.0,195
Moncloa,PISO,2,120,3500.0,120
Latina,PISO,0,120,625.0,120
Chamartín,PISO,0,97,890.0,97
Retiro,PISO,2,165,1855.0,165
Chamberí,PISO,3,105,4950.0,105
Chamberí,PISO,1,240,1950.0,240
Moncloa,PISO,1,150,742.0,150
Salamanca,PISO,1,165,1700.0,165
Chamartín,PISO,0,97,890.0,97
Chamartín,PISO,2,60,6000.0,60
Retiro,PISO,3,120,1390.0,120
Chamberí,PISO,3,300,3800.0,300
Centro,PISO,3,97,1200.0,97
Latina,PISO,0,60,500.0,60
Moncloa,PISO,2,300,1900.0,300
Tetuán,PISO,2,97,1100.0,97
Tetuán,PISO,1,195,1025.0,195
Retiro,PISO,0,70,850.0,70
Retiro,PISO,1,142,1100.0,142
Salamanca,PISO,2,165,1980.0,165
Retiro,PISO,2,120,1300.0,120
Moncloa,PISO,1,70,900.0,70
Moncloa,PISO,2,240,1900.0,240
Centro,PISO,0,120,1250.0,120
Chamberí,PISO,2,75,750.0,75
Chamberí,PISO,3,165,1800.0,165
Moncloa,PISO,3,97,925.0,97
Salamanca,PISO,3,195,2300.0,195
Tetuán,PISO,1,120,725.0,120
Centro,PISO,0,195,1575.0,195
Tetuán,PISO,3,165,1500.0,165
Centro,PISO,0,195,1350.0,195
Chamartín,PISO,3,195,2100.0,195
Centro,PISO,0,120,1550.0,120
Moncloa,PISO,2,70,1100.0,70
Chamberí,PISO,0,120,1000.0,120
Chamberí,PISO,1,240,2400.0,240
Chamberí,PISO,3,240,2300.0,240
Moncloa,PISO,2,97,1145.0,97
Tetuán,PISO,3,300,2950.0,300
Salamanca,PISO,1,195,1700.0,195
Moncloa,PISO,2,300,1900.0,300
Retiro,PISO,1,180,750.0,180
Latina,PISO,0,97,650.0,97
Chamberí,PISO,3,97,1375.0,97
Moncloa,PISO,2,60,3500.0,60
Chamartín,PISO,1,70,915.0,70
Latina,PISO,2,142,1025.0,142
Moncloa,PISO,0,70,1035.0,70
Chamberí,PISO,2,40,775.0,40
Chamartín,PISO,2,70,1000.0,70
Moncloa,PISO,0,97,850.0,97
Tetuán,PISO,1,142,1250.0,142
Retiro,PISO,3,195,1950.0,195
Retiro,PISO,2,240,3250.0,240
Latina,PISO,1,142,950.0,142
Chamartín,PISO,3,97,1050.0,97
Centro,PISO,1,195,2100.0,195
Moncloa,PISO,2,120,3500.0,120
Moncloa,PISO,1,165,1600.0,165
Retiro,PISO,2,240,3300.0,240
Centro,PISO,0,165,1775.0,165
Chamberí,PISO,0,70,850.0,70
Moncloa,PISO,0,165,1200.0,165
Chamartín,PISO,3,97,1050.0,97
Salamanca,PISO,0,97,950.0,97
Chamartín,PISO,1,195,2050.0,195
Retiro,PISO,0,70,800.0,70
Salamanca,PISO,0,142,1105.0,142
Retiro,PISO,3,300,2800.0,300
Retiro,PISO,3,120,1300.0,120
Tetuán,PISO,3,240,1800.0,240
Retiro,PISO,2,150,6000.0,150
Latina,PISO,1,97,912.5,97
Salamanca,PISO,2,60,685.0,60
Centro,PISO,0,97,1200.0,97
Centro,PISO,1,165,1570.0,165
Chamartín,PISO,2,70,1225.0,70
Tetuán,PISO,1,70,800.0,70
Chamartín,PISO,0,40,750.0,40
Salamanca,PISO,3,70,1300.0,70
Centro,PISO,0,142,1600.0,142
Centro,PISO,3,90,6250.0,90
Centro,PISO,1,195,1650.0,195
Retiro,PISO,0,70,800.0,70
Salamanca,PISO,1,120,1400.0,120
Centro,PISO,0,120,1250.0,120
Moncloa,PISO,3,300,2600.0,300
Tetuán,PISO,2,180,760.0,180
Centro,PISO,3,240,2200.0,240
Salamanca,PISO,0,97,835.0,97
Salamanca,PISO,2,240,2500.0,240
Centro,PISO,3,165,1700.0,165
Salamanca,PISO,3,165,1995.0,165
Moncloa,PISO,3,240,2400.0,240
Chamberí,PISO,2,240,2850.0,240
Latina,PISO,1,150,660.0,150
Retiro,PISO,0,70,750.0,70
Moncloa,PISO,2,40,1200.0,40
Chamartín,PISO,3,97,1300.0,97
Latina,PISO,2,142,1050.0,142
Chamartín,PISO,2,90,6000.0,90
Salamanca,PISO,0,97,925.0,97
Moncloa,PISO,3,142,1825.0,142
Retiro,PISO,1,120,1300.0,120
Latina,PISO,3,70,610.0,70
Tetuán,PISO,1,142,1600.0,142
Chamartín,PISO,3,300,3250.0,300
Chamberí,PISO,3,120,1600.0,120
Moncloa,PISO,0,97,850.0,97
Chamberí,PISO,0,97,949.5,97
Moncloa,PISO,0,165,1200.0,165
Centro,PISO,3,105,5000.0,105
Retiro,PISO,3,97,1250.0,97
Tetuán,PISO,3,240,1875.0,240
Moncloa,PISO,3,120,1125.0,120
Retiro,PISO,1,165,1300.0,165
Chamberí,PISO,1,240,2000.0,240
Moncloa,PISO,1,240,2500.0,240
Centro,PISO,3,150,5100.0,150
Chamberí,PISO,2,240,2900.0,240
Chamartín,PISO,3,150,3500.0,150
Chamberí,PISO,2,195,2400.0,195
Salamanca,PISO,3,240,2500.0,240
Retiro,PISO,3,70,1075.0,70
Chamberí,PISO,2,300,2800.0,300
Moncloa,PISO,2,142,1450.0,142
Tetuán,PISO,2,300,2750.0,300
Chamberí,PISO,1,180,795.0,180
Latina,PISO,1,70,595.0,70
Chamartín,PISO,3,40,2900.0,40
Salamanca,PISO,3,40,4000.0,40
Chamartín,PISO,3,300,3000.0,300
Moncloa,PISO,3,142,1400.0,142
Centro,PISO,1,240,1800.0,240
Retiro,PISO,0,70,800.0,70
Centro,PISO,3,40,5100.0,40
Chamberí,PISO,1,120,1600.0,120
Centro,PISO,0,120,1100.0,120
Moncloa,PISO,3,142,1000.0,142
Centro,PISO,0,195,1350.0,195
Chamartín,PISO,1,165,2400.0,165
Latina,PISO,3,240,1800.0,240
Centro,PISO,1,195,2100.0,195
Moncloa,PISO,0,70,1000.0,70
Salamanca,PISO,1,120,1400.0,120
Latina,PISO,2,165,2500.0,165
Latina,PISO,1,97,950.0,97
Retiro,PISO,1,165,1300.0,165
Centro,PISO,1,165,1850.0,165
Latina,PISO,3,97,770.0,97
Latina,PISO,3,70,610.0,70
Chamberí,PISO,0,97,1012.5,97
Salamanca,PISO,1,142,1600.0,142
Chamartín,PISO,3,120,1300.0,120
Chamartín,PISO,3,97,1450.0,97
Chamartín,PISO,3,165,1600.0,165
Chamartín,PISO,3,97,1150.0,97
Moncloa,PISO,3,60,4175.0,60
Latina,PISO,1,97,875.0,97
Moncloa,PISO,2,300,1900.0,300
Salamanca,PISO,1,70,1000.0,70
Chamberí,PISO,3,165,1700.0,165
Chamartín,PISO,1,165,2400.0,165
Centro,PISO,1,240,2500.0,240
Moncloa,PISO,2,240,1900.0,240
Chamberí,PISO,1,165,2000.0,165
Latina,PISO,1,97,950.0,97
Salamanca,PISO,1,195,1400.0,195
Chamartín,PISO,1,240,3300.0,240
Latina,PISO,3,195,1100.0,195
Retiro,PISO,2,195,2300.0,195
Latina,PISO,1,142,800.0,142
Moncloa,PISO,0,120,900.0,120
Moncloa,PISO,3,300,2600.0,300
Tetuán,PISO,1,142,887.5,142
Chamartín,PISO,2,300,2900.0,300
Retiro,PISO,3,97,1080.0,97
Chamberí,PISO,3,60,4950.0,60
Latina,PISO,1,70,687.5,70
Latina,PISO,0,40,672.5,40
Latina,PISO,3,195,1100.0,195
Retiro,PISO,0,120,850.0,120
Moncloa,PISO,2,97,1100.0,97
Chamartín,PISO,3,97,1450.0,97
Chamberí,PISO,3,240,2500.0,240
Moncloa,PISO,3,300,2475.0,300
Salamanca,PISO,1,195,1400.0,195
Chamberí,PISO,3,165,1700.0,165
Latina,PISO,1,120,1510.0,120
Chamartín,PISO,2,142,1400.0,142
Centro,PISO,2,90,900.0,90
Chamberí,PISO,2,195,2400.0,195
Retiro,PISO,2,120,750.0,120
Salamanca,PISO,1,120,890.0,120
Tetuán,PISO,3,97,990.0,97
Chamberí,PISO,3,165,1700.0,165
Salamanca,PISO,1,165,1350.0,165
Chamartín,PISO,3,240,2500.0,240
Retiro,PISO,1,97,1000.0,97
Salamanca,PISO,2,60,667.5,60
Retiro,PISO,0,60,850.0,60
Moncloa,PISO,1,142,1250.0,142
Latina,PISO,1,120,875.0,120
Chamartín,PISO,1,165,2400.0,165
Tetuán,PISO,3,105,2400.0,105
Moncloa,PISO,3,120,925.0,120
Centro,PISO,3,165,1750.0,165
Tetuán,PISO,3,105,2625.0,105
Chamberí,PISO,3,300,2700.0,300
Tetuán,PISO,1,142,800.0,142
Chamartín,PISO,1,90,795.0,90
Latina,PISO,2,142,935.0,142
Chamberí,PISO,1,142,1900.0,142
Chamartín,PISO,3,300,3525.0,300
Retiro,PISO,1,180,750.0,180
Tetuán,PISO,2,165,1550.0,165
Centro,PISO,1,165,1735.0,165
Latina,PISO,2,165,775.0,165
Chamberí,PISO,3,105,5000.0,105
Latina,PISO,1,105,700.0,105
Chamberí,PISO,0,70,800.0,70
Moncloa,PISO,3,70,1200.0,70
Chamberí,PISO,1,142,2000.0,142
Retiro,PISO,3,142,1500.0,142
Chamartín,PISO,3,300,3250.0,300
Retiro,PISO,3,300,3450.0,300
Retiro,PISO,1,180,850.0,180
Chamartín,PISO,1,180,800.0,180
Salamanca,PISO,3,97,1300.0,97
Salamanca,PISO,1,240,4850.0,240
Chamartín,PISO,3,97,1325.0,97
Salamanca,PISO,1,142,1500.0,142
Chamberí,PISO,2,90,750.0,90
Chamartín,PISO,0,70,880.0,70
Latina,PISO,2,165,2500.0,165
Salamanca,PISO,1,195,1400.0,195
Latina,PISO,0,97,750.0,97
Tetuán,PISO,3,300,2900.0,300
Retiro,PISO,2,240,2980.0,240
Retiro,PISO,3,97,1200.0,97
Chamberí,PISO,3,142,1500.0,142
Centro,PISO,3,70,875.0,70
Latina,PISO,3,195,1150.0,195
Salamanca,PISO,0,120,1425.0,120
Latina,PISO,3,97,825.0,97
Retiro,PISO,1,240,1800.0,240
Salamanca,PISO,0,150,800.0,150
Chamberí,PISO,3,150,4950.0,150
Chamberí,PISO,3,97,1250.0,97
Salamanca,PISO,1,142,1700.0,142
Chamberí,PISO,0,97,1225.0,97
Chamartín,PISO,3,60,3600.0,60
Centro,PISO,1,195,2100.0,195
Salamanca,PISO,1,195,1400.0,195
Centro,PISO,1,142,1400.0,142
Moncloa,PISO,2,120,1200.0,120
Latina,PISO,2,142,910.0,142
Moncloa,PISO,3,195,1693.0,195
Centro,PISO,0,120,1200.0,120
Chamartín,PISO,1,75,700.0,75
Retiro,PISO,2,240,3300.0,240
Retiro,PISO,1,240,1800.0,240
Latina,PISO,1,97,700.0,97
Tetuán,PISO,2,60,3450.0,60
Salamanca,PISO,3,120,1400.0,120
Latina,PISO,0,120,780.0,120
Retiro,PISO,1,165,1300.0,165
Tetuán,PISO,3,97,982.5,97
Centro,PISO,3,70,1050.0,70
Centro,PISO,0,195,1500.0,195
Latina,PISO,0,120,500.0,120
Chamartín,PISO,1,165,2400.0,165
Chamberí,PISO,2,165,1575.0,165
Chamartín,PISO,2,70,1050.0,70
Salamanca,PISO,2,300,3500.0,300
Salamanca,PISO,3,300,3500.0,300
Tetuán,PISO,3,240,1875.0,240
Moncloa,PISO,3,142,1300.0,142
Centro,PISO,2,120,1500.0,120
Latina,PISO,3,70,700.0,70
Chamberí,PISO,3,70,1250.0,70
Salamanca,PISO,1,240,4850.0,240
Centro,PISO,3,70,800.0,70
Retiro,PISO,0,40,775.0,40
Chamberí,PISO,0,240,2900.0,240
Latina,PISO,2,240,1400.0,240
Centro,PISO,3,195,1945.0,195
Tetuán,PISO,2,240,2050.0,240
Tetuán,PISO,1,195,1150.0,195
Chamartín,PISO,0,70,850.0,70
Chamberí,PISO,3,300,3500.0,300
Chamartín,PISO,2,165,1850.0,165
Retiro,PISO,1,97,1050.0,97
Chamberí,PISO,2,240,2700.0,240
Tetuán,PISO,1,142,1239.0,142
Moncloa,PISO,2,240,1900.0,240
Latina,PISO,3,195,1650.0,195
Moncloa,PISO,3,165,1680.0,165
Tetuán,PISO,3,165,1400.0,165
Tetuán,PISO,1,120,975.0,120
Retiro,PISO,3,97,1200.0,97
Chamartín,PISO,0,120,950.0,120
Retiro,PISO,0,75,800.0,75
Chamberí,PISO,1,142,1800.0,142
Chamberí,PISO,0,240,2900.0,240
Latina,PISO,2,70,710.0,70
Chamartín,PISO,3,40,2900.0,40
Salamanca,PISO,0,195,2800.0,195
Retiro,PISO,3,120,5000.0,120
Retiro,PISO,2,165,1770.0,165
Centro,PISO,0,120,1550.0,120
Centro,PISO,0,300,3000.0,300
Chamberí,PISO,0,180,750.0,180
Chamartín,PISO,1,195,1510.0,195
Salamanca,PISO,0,97,950.0,97
Retiro,PISO,3,240,2200.0,240
Centro,PISO,2,150,700.0,150
Centro,PISO,3,97,1150.0,97
Centro,PISO,2,165,1650.0,165
Tetuán,PISO,3,240,1875.0,240
Salamanca,PISO,2,150,685.0,150
Chamberí,PISO,3,150,4950.0,150
Retiro,PISO,3,300,3000.0,300
Salamanca,PISO,2,240,3200.0,240
Latina,PISO,2,195,800.0,195
Latina,PISO,3,240,1099.0,240
Centro,PISO,2,240,2250.0,240
Moncloa,PISO,3,240,2400.0,240
Centro,PISO,0,97,1100.0,97
Latina,PISO,0,70,675.0,70
Chamartín,PISO,3,165,1500.0,165
Retiro,PISO,3,300,3350.0,300
Moncloa,PISO,1,180,725.0,180
Latina,PISO,0,180,625.0,180
Chamberí,PISO,2,195,2400.0,195
Moncloa,PISO,0,70,790.0,70
Chamberí,PISO,2,240,2900.0,240
Tetuán,PISO,2,165,1700.0,165
Salamanca,PISO,2,105,685.0,105
Retiro,PISO,2,195,2000.0,195
Chamberí,PISO,3,97,1250.0,97
Salamanca,PISO,0,195,2800.0,195
Centro,PISO,1,165,2200.0,165
Chamartín,PISO,2,300,2900.0,300
Tetuán,PISO,3,165,1600.0,165
Chamberí,PISO,1,300,2000.0,300
Chamartín,PISO,1,120,1260.0,120
Salamanca,PISO,1,142,1500.0,142
Tetuán,PISO,3,165,1500.0,165
Chamberí,PISO,3,105,470.0,105
Centro,PISO,2,105,725.0,105
Centro,PISO,3,165,1700.0,165
Chamberí,PISO,0,105,4500.0,105
Centro,PISO,1,195,1925.0,195
Salamanca,PISO,2,240,2925.0,240
Chamberí,PISO,0,150,4500.0,150
Centro,PISO,3,150,5000.0,150
Retiro,PISO,1,142,1300.0,142
Chamartín,PISO,3,195,2100.0,195
Chamberí,PISO,3,120,4950.0,120
Retiro,PISO,2,70,990.0,70
Retiro,PISO,3,195,1950.0,195
Latina,PISO,3,97,792.5,97
Salamanca,PISO,2,70,1100.0,70
Moncloa,PISO,2,40,3500.0,40
Salamanca,PISO,1,40,850.0,40
Chamartín,PISO,2,165,1950.0,165
Tetuán,PISO,0,105,742.5,105
Retiro,PISO,3,120,1322.5,120
Chamartín,PISO,3,142,1400.0,142
Latina,PISO,2,240,2300.0,240
Tetuán,PISO,3,165,1275.0,165
Salamanca,PISO,2,70,1000.0,70
Centro,PISO,2,40,750.0,40
Retiro,PISO,2,120,1300.0,120
Retiro,PISO,0,70,800.0,70
Retiro,PISO,2,300,3950.0,300
Moncloa,PISO,3,165,1780.0,165
Chamartín,PISO,3,240,2400.0,240
Chamberí,PISO,0,97,1075.0,97
Chamberí,PISO,1,120,1350.0,120
Centro,PISO,3,70,550.0,70
Salamanca,PISO,0,120,1250.0,120
Tetuán,PISO,2,75,755.0,75
Latina,PISO,1,142,900.0,142
Chamberí,PISO,0,97,1150.0,97
Retiro,PISO,3,97,1080.0,97
Moncloa,PISO,0,70,990.0,70
Retiro,PISO,2,300,5000.0,300
Latina,PISO,2,142,1050.0,142
Salamanca,PISO,1,165,1700.0,165
Moncloa,PISO,2,165,1350.0,165
Chamartín,PISO,1,240,3600.0,240
Latina,PISO,3,70,680.0,70
Salamanca,PISO,0,195,1500.0,195
Latina,PISO,0,97,0.0,97
Moncloa,PISO,3,195,1975.0,195
Centro,PISO,3,70,1150.0,70
Tetuán,PISO,3,195,1625.0,195
Tetuán,PISO,2,120,1100.0,120
Chamberí,PISO,1,195,1400.0,195
Chamberí,PISO,1,165,1950.0,165
Chamartín,PISO,2,105,6000.0,105
Chamartín,PISO,2,165,2450.0,165
Tetuán,PISO,3,165,1650.0,165
Tetuán,PISO,0,97,900.0,97
Moncloa,PISO,1,60,775.0,60
Centro,PISO,3,300,3000.0,300
Centro,PISO,3,180,6250.0,180
Retiro,PISO,1,195,1699.0,195
Retiro,PISO,1,97,1050.0,97
Centro,PISO,3,300,2975.0,300
Salamanca,PISO,2,300,4250.0,300
Retiro,PISO,1,165,1300.0,165
Retiro,PISO,2,120,1300.0,120
Chamberí,PISO,2,75,0.0,75
Latina,PISO,2,165,1650.0,165
Salamanca,PISO,3,105,4000.0,105
Centro,PISO,3,70,550.0,70
Retiro,PISO,2,70,1100.0,70
Latina,PISO,1,97,775.0,97
Retiro,PISO,3,240,2200.0,240
Centro,PISO,3,142,1519.0,142
Tetuán,PISO,3,195,1700.0,195
Moncloa,PISO,3,120,1175.0,120
Centro,PISO,0,195,1350.0,195
Latina,PISO,1,120,700.0,120
Chamartín,PISO,3,120,1350.0,120
Chamberí,PISO,2,70,1025.0,70
Chamberí,PISO,3,40,4950.0,40
Moncloa,PISO,2,70,875.0,70
Chamberí,PISO,0,40,725.0,40
Chamberí,PISO,0,97,1300.0,97
Salamanca,PISO,3,70,1300.0,70
Chamberí,PISO,3,300,2700.0,300
Chamberí,PISO,3,240,2500.0,240
Moncloa,PISO,2,142,1600.0,142
Chamartín,PISO,3,300,3500.0,300
Centro,PISO,1,142,1500.0,142
Retiro,PISO,2,70,1095.0,70
Tetuán,PISO,0,40,700.0,40
Chamberí,PISO,0,120,1000.0,120
Retiro,PISO,2,300,5000.0,300
Latina,PISO,2,165,1650.0,165
Salamanca,PISO,2,165,2200.0,165
Chamberí,PISO,3,105,4950.0,105
Salamanca,PISO,1,240,4850.0,240
Chamartín,PISO,3,300,3000.0,300
Retiro,PISO,1,165,1300.0,165
Chamartín,PISO,3,195,2075.0,195
Chamberí,PISO,1,120,1400.0,120
Retiro,PISO,2,195,2100.0,195
Chamartín,PISO,0,97,990.0,97
Moncloa,PISO,2,300,1900.0,300
Salamanca,PISO,3,70,1200.0,70
Salamanca,PISO,1,165,1350.0,165
Chamberí,PISO,2,105,800.0,105
Moncloa,PISO,1,105,750.0,105
Latina,PISO,1,105,700.0,105
Retiro,PISO,3,97,1100.0,97
Chamartín,PISO,2,300,2950.0,300
Latina,PISO,2,120,880.0,120
Chamartín,PISO,1,195,2000.0,195
Chamberí,PISO,1,240,2200.0,240
Salamanca,PISO,0,70,950.0,70
Moncloa,PISO,1,97,1100.0,97
Chamberí,PISO,1,165,2125.0,165
Centro,PISO,2,300,2300.0,300
Chamberí,PISO,3,180,4950.0,180
Chamartín,PISO,3,195,2200.0,195
Chamartín,PISO,3,120,1250.0,120
Chamberí,PISO,2,195,2350.0,195
Chamartín,PISO,3,120,3600.0,120
Chamartín,PISO,3,120,2900.0,120
Chamberí,PISO,2,165,1700.0,165
Retiro,PISO,2,142,1300.0,142
Tetuán,PISO,3,165,1375.0,165
Tetuán,PISO,2,240,2100.0,240
Chamberí,PISO,3,97,1400.0,97
Moncloa,PISO,2,120,1300.0,120
Retiro,PISO,2,142,1800.0,142
Salamanca,PISO,3,97,1500.0,97
Latina,PISO,3,70,610.0,70
Latina,PISO,3,70,580.0,70
Centro,PISO,2,300,2500.0,300
Moncloa,PISO,3,97,1100.0,97
Tetuán,PISO,1,60,775.0,60
Moncloa,PISO,2,142,1500.0,142
Tetuán,PISO,1,120,1100.0,120
Moncloa,PISO,3,75,3000.0,75
Latina,PISO,2,142,1050.0,142
Retiro,PISO,2,90,1000.0,90
Retiro,PISO,0,70,750.0,70
Centro,PISO,3,40,5100.0,40
Chamberí,PISO,2,120,1400.0,120
Retiro,PISO,3,75,7500.0,75
Tetuán,PISO,2,120,1100.0,120
Retiro,PISO,2,165,1500.0,165
Tetuán,PISO,2,240,2100.0,240
Moncloa,PISO,3,142,962.5,142
Moncloa,PISO,2,120,1300.0,120
Latina,PISO,3,240,1099.0,240
Moncloa,PISO,0,120,1295.0,120
Salamanca,PISO,1,165,1850.0,165
Centro,PISO,3,105,5000.0,105
Moncloa,PISO,2,300,1900.0,300
Moncloa,PISO,0,120,1295.0,120
Salamanca,PISO,2,165,2000.0,165
Moncloa,PISO,1,97,1050.0,97
Retiro,PISO,3,195,1800.0,195
Tetuán,PISO,2,195,1850.0,195
Tetuán,PISO,0,97,1100.0,97
Moncloa,PISO,0,120,1295.0,120
Retiro,PISO,1,195,1300.0,195
Chamberí,PISO,3,70,990.0,70
Tetuán,PISO,3,165,1250.0,165
Chamberí,PISO,3,97,1400.0,97
Latina,PISO,3,240,1300.0,240
Chamartín,PISO,3,97,1200.0,97
Chamartín,PISO,1,195,2200.0,195
Centro,PISO,3,240,2150.0,240
Moncloa,PISO,1,165,1600.0,165
Salamanca,PISO,0,195,2150.0,195
Chamberí,PISO,3,97,1375.0,97
Chamartín,PISO,3,60,3000.0,60
Latina,PISO,2,142,850.0,142
Tetuán,PISO,2,240,2000.0,240
Chamberí,PISO,3,240,2500.0,240
Moncloa,PISO,2,97,980.0,97
Latina,PISO,1,60,625.0,60
Chamberí,PISO,0,240,2900.0,240
Retiro,PISO,2,150,6000.0,150
Tetuán,PISO,0,150,700.0,150
Centro,PISO,1,165,1570.0,165
Moncloa,PISO,0,120,950.0,120
Salamanca,PISO,1,240,4850.0,240
Moncloa,PISO,1,120,1300.0,120
Chamberí,PISO,2,240,2800.0,240
Retiro,PISO,1,165,1315.0,165
Retiro,PISO,2,165,1450.0,165
Tetuán,PISO,3,300,2900.0,300
Centro,PISO,1,195,2100.0,195
Moncloa,PISO,3,300,2475.0,300
Chamartín,PISO,1,195,0.0,195
Chamartín,PISO,1,240,3300.0,240
Centro,PISO,2,165,1700.0,165
Chamberí,PISO,2,300,3000.0,300
Tetuán,PISO,3,300,3000.0,300
Salamanca,PISO,0,97,1075.0,97
Chamberí,PISO,0,120,1100.0,120
Chamartín,PISO,2,70,847.5,70
Latina,PISO,3,165,1175.0,165
Centro,PISO,0,165,1950.0,165
Salamanca,PISO,3,97,1200.0,97
Chamberí,PISO,3,60,4950.0,60
Chamartín,PISO,1,240,3600.0,240
Chamartín,PISO,3,142,1300.0,142
Salamanca,PISO,2,90,667.5,90
Salamanca,PISO,2,165,1950.0,165
Chamartín,PISO,2,240,3150.0,240
Salamanca,PISO,2,150,685.0,150
Latina,PISO,1,120,1150.0,120
Chamartín,PISO,3,195,2200.0,195
Centro,PISO,1,240,1800.0,240
Retiro,PISO,3,150,5250.0,150
Retiro,PISO,0,70,800.0,70
Retiro,PISO,1,120,1100.0,120
Retiro,PISO,3,300,3200.0,300
Centro,PISO,2,180,775.0,180
Salamanca,PISO,2,300,3500.0,300
Chamartín,PISO,2,70,925.0,70
Centro,PISO,2,165,1775.0,165
Moncloa,PISO,1,165,1600.0,165
Chamartín,PISO,2,300,3000.0,300
Latina,PISO,0,70,725.0,70
Latina,PISO,1,70,662.5,70
Moncloa,PISO,3,142,1400.0,142
Moncloa,PISO,2,195,1800.0,195
Moncloa,PISO,2,240,1900.0,240
Chamberí,PISO,1,142,1700.0,142
Salamanca,PISO,0,97,1300.0,97
Retiro,PISO,3,120,1390.0,120
Salamanca,PISO,0,120,1250.0,120
Tetuán,PISO,1,165,1500.0,165
Salamanca,PISO,3,97,1700.0,97
Centro,PISO,1,195,1750.0,195
Retiro,PISO,2,195,1695.0,195
Tetuán,PISO,2,120,3450.0,120
Moncloa,PISO,2,120,3500.0,120
Centro,PISO,2,120,900.0,120
Chamartín,PISO,1,240,3300.0,240
Moncloa,PISO,3,240,2350.0,240
Moncloa,PISO,1,142,1175.0,142
Latina,PISO,1,70,725.0,70
Chamartín,PISO,3,120,1250.0,120
Chamartín,PISO,1,142,1425.0,142
Chamartín,PISO,3,120,1200.0,120
Latina,PISO,2,120,880.0,120
Moncloa,PISO,3,142,1200.0,142
Tetuán,PISO,1,120,950.0,120
Tetuán,PISO,1,165,1500.0,165
Retiro,PISO,0,105,800.0,105
Moncloa,PISO,2,105,1200.0,105
Latina,PISO,3,165,1150.0,165
Retiro,PISO,3,300,3250.0,300
Retiro,PISO,1,142,1300.0,142
Chamberí,PISO,1,90,800.0,90
Retiro,PISO,1,195,1275.0,195
Chamberí,PISO,2,300,2900.0,300
Latina,PISO,0,70,650.0,70
Chamartín,PISO,2,300,2900.0,300
Chamartín,PISO,1,240,3300.0,240
Moncloa,PISO,2,195,1850.0,195
Salamanca,PISO,1,142,1600.0,142
Retiro,PISO,2,240,3800.0,240
Chamberí,PISO,3,240,2350.0,240
Latina,PISO,0,150,750.0,150
Salamanca,PISO,2,240,2500.0,240
Chamberí,PISO,0,70,860.0,70
Latina,PISO,3,165,1100.0,165
Latina,PISO,2,120,900.0,120
Retiro,PISO,1,75,750.0,75
Latina,PISO,2,142,1025.0,142
Retiro,PISO,1,165,1300.0,165
Centro,PISO,0,195,1500.0,195
Chamberí,PISO,1,300,2000.0,300
Salamanca,PISO,1,240,3000.0,240
Latina,PISO,2,70,665.0,70
Latina,PISO,2,240,1400.0,240
Chamberí,PISO,3,97,1375.0,97
Tetuán,PISO,2,300,2900.0,300
Centro,PISO,2,240,2225.0,240
Chamberí,PISO,2,300,2800.0,300
Chamberí,PISO,1,240,1950.0,240
Centro,PISO,2,240,2300.0,240
Tetuán,PISO,1,142,800.0,142
Centro,PISO,0,195,1350.0,195
Latina,PISO,1,97,650.0,97
Retiro,PISO,3,142,1500.0,142
Salamanca,PISO,3,97,1500.0,97
